variable_name,label,pandas_dtype,non_null_count,missing_count,missing_percentage,n_unique,role
RX19CAT1,"For RX19, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,68,general
RX19CAT2,"For RX19, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,16,general
RX19CAT3,"For RX19, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,3,general
RX19CAT4,"For RX19, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX19V1C1,"For RX19, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,16,general
RX19V1C2,"For RX19, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,10,general
RX19V1C3,"For RX19, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,2,general
RX19V1C4,"For RX19, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,1,general
RX19V2C1,"For RX19, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,49,general
RX19V2C2,"For RX19, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,15,general
RX19V2C3,"For RX19, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,2,general
RX19V2C4,"For RX19, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,1,general
RX19V3C1,"For RX19, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,40,general
RX19V3C2,"For RX19, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,8,general
RX19V3C3,"For RX19, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,3,general
RX19V3C4,"For RX19, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,1,general
DRUGID20,Drug ID code for medication #20,str,16025,0,0.0,83,general
PRESCR20,Prescription status code for medication #20,float64,108,15917,99.33,3,general
CONTSUB20,Controlled substance status code for medication #20,float64,108,15917,99.33,3,general
COMSTAT20,Composition status code for medication #20,float64,108,15917,99.33,2,general
RX20CAT1,"For RX20, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,59,general
RX20CAT2,"For RX20, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,7,general
RX20CAT3,"For RX20, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,2,general
RX20CAT4,"For RX20, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX20V1C1,"For RX20, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,16,general
RX20V1C2,"For RX20, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,5,general
RX20V1C3,"For RX20, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,2,general
RX20V1C4,"For RX20, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,1,general
RX20V2C1,"For RX20, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,42,general
RX20V2C2,"For RX20, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,7,general
RX20V2C3,"For RX20, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,2,general
RX20V2C4,"For RX20, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,1,general
RX20V3C1,"For RX20, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,37,general
RX20V3C2,"For RX20, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,2,general
RX20V3C3,"For RX20, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,2,general
RX20V3C4,"For RX20, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,1,general
DRUGID21,Drug ID code for medication #21,str,16025,0,0.0,65,general
PRESCR21,Prescription status code for medication #21,float64,80,15945,99.5,4,general
CONTSUB21,Controlled substance status code for medication #21,float64,80,15945,99.5,3,general
COMSTAT21,Composition status code for medication #21,float64,80,15945,99.5,2,general
RX21CAT1,"For RX21, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,48,general
RX21CAT2,"For RX21, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,10,general
RX21CAT3,"For RX21, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,3,general
RX21CAT4,"For RX21, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,2,general
RX21V1C1,"For RX21, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,14,general
RX21V1C2,"For RX21, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,9,general
RX21V1C3,"For RX21, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,3,general
RX21V1C4,"For RX21, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,2,general
RX21V2C1,"For RX21, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,35,general
RX21V2C2,"For RX21, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,10,general
RX21V2C3,"For RX21, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,3,general
RX21V2C4,"For RX21, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,2,general
RX21V3C1,"For RX21, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,32,general
RX21V3C2,"For RX21, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,5,general
RX21V3C3,"For RX21, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,1,general
RX21V3C4,"For RX21, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,2,general
DRUGID22,Drug ID code for medication #22,str,16025,0,0.0,53,general
PRESCR22,Prescription status code for medication #22,float64,63,15962,99.61,4,general
CONTSUB22,Controlled substance status code for medication #22,float64,63,15962,99.61,4,general
COMSTAT22,Composition status code for medication #22,float64,63,15962,99.61,3,general
RX22CAT1,"For RX22, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,43,general
RX22CAT2,"For RX22, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,9,general
RX22CAT3,"For RX22, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,2,general
RX22CAT4,"For RX22, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX22V1C1,"For RX22, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,13,general
RX22V1C2,"For RX22, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,8,general
RX22V1C3,"For RX22, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,2,general
RX22V1C4,"For RX22, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,1,general
RX22V2C1,"For RX22, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,28,general
RX22V2C2,"For RX22, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,9,general
RX22V2C3,"For RX22, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,2,general
RX22V2C4,"For RX22, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,1,general
RX22V3C1,"For RX22, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,29,general
RX22V3C2,"For RX22, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,6,general
RX22V3C3,"For RX22, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,2,general
RX22V3C4,"For RX22, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,1,general
DRUGID23,Drug ID code for medication #23,str,16025,0,0.0,45,general
PRESCR23,Prescription status code for medication #23,float64,54,15971,99.66,3,general
CONTSUB23,Controlled substance status code for medication #23,float64,54,15971,99.66,3,general
COMSTAT23,Composition status code for medication #23,float64,54,15971,99.66,2,general
RX23CAT1,"For RX23, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,34,general
RX23CAT2,"For RX23, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,7,general
RX23CAT3,"For RX23, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,3,general
RX23CAT4,"For RX23, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX23V1C1,"For RX23, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,12,general
RX23V1C2,"For RX23, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,6,general
RX23V1C3,"For RX23, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,2,general
RX23V1C4,"For RX23, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,1,general
RX23V2C1,"For RX23, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,22,general
RX23V2C2,"For RX23, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,7,general
RX23V2C3,"For RX23, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,2,general
RX23V2C4,"For RX23, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,1,general
RX23V3C1,"For RX23, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,25,general
RX23V3C2,"For RX23, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,4,general
RX23V3C3,"For RX23, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,3,general
RX23V3C4,"For RX23, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,1,general
DRUGID24,Drug ID code for medication #24,str,16025,0,0.0,32,general
PRESCR24,Prescription status code for medication #24,float64,37,15988,99.77,3,general
CONTSUB24,Controlled substance status code for medication #24,float64,37,15988,99.77,2,general
COMSTAT24,Composition status code for medication #24,float64,37,15988,99.77,2,general
RX24CAT1,"For RX24, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,27,general
RX24CAT2,"For RX24, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,7,general
RX24CAT3,"For RX24, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,3,general
RX24CAT4,"For RX24, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,2,general
RX24V1C1,"For RX24, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,14,general
RX24V1C2,"For RX24, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,6,general
RX24V1C3,"For RX24, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,2,general
RX24V1C4,"For RX24, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,2,general
RX24V2C1,"For RX24, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,21,general
RX24V2C2,"For RX24, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,6,general
RX24V2C3,"For RX24, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,3,general
RX24V2C4,"For RX24, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,2,general
RX24V3C1,"For RX24, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,19,general
RX24V3C2,"For RX24, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,5,general
RX24V3C3,"For RX24, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,3,general
RX24V3C4,"For RX24, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,2,general
DRUGID25,Drug ID code for medication #25,str,16025,0,0.0,28,general
PRESCR25,Prescription status code for medication #25,float64,29,15996,99.82,3,general
CONTSUB25,Controlled substance status code for medication #25,float64,29,15996,99.82,3,general
COMSTAT25,Composition status code for medication #25,float64,29,15996,99.82,2,general
RX25CAT1,"For RX25, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,22,general
RX25CAT2,"For RX25, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,5,general
RX25CAT3,"For RX25, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,2,general
RX25CAT4,"For RX25, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX25V1C1,"For RX25, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,11,general
RX25V1C2,"For RX25, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,4,general
RX25V1C3,"For RX25, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,2,general
RX25V1C4,"For RX25, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,1,general
RX25V2C1,"For RX25, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,19,general
RX25V2C2,"For RX25, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,5,general
RX25V2C3,"For RX25, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,2,general
RX25V2C4,"For RX25, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,1,general
RX25V3C1,"For RX25, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,13,general
RX25V3C2,"For RX25, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,3,general
RX25V3C3,"For RX25, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,1,general
RX25V3C4,"For RX25, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,1,general
DRUGID26,Drug ID code for medication #26,str,16025,0,0.0,21,general
PRESCR26,Prescription status code for medication #26,float64,20,16005,99.88,2,general
CONTSUB26,Controlled substance status code for medication #26,float64,20,16005,99.88,1,general
COMSTAT26,Composition status code for medication #26,float64,20,16005,99.88,2,general
RX26CAT1,"For RX26, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,19,general
RX26CAT2,"For RX26, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,4,general
RX26CAT3,"For RX26, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX26CAT4,"For RX26, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX26V1C1,"For RX26, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,11,general
RX26V1C2,"For RX26, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,3,general
RX26V1C3,"For RX26, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,1,general
RX26V1C4,"For RX26, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,1,general
RX26V2C1,"For RX26, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,19,general
RX26V2C2,"For RX26, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,4,general
RX26V2C3,"For RX26, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,1,general
RX26V2C4,"For RX26, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,1,general
RX26V3C1,"For RX26, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,10,general
RX26V3C2,"For RX26, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,3,general
RX26V3C3,"For RX26, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,1,general
RX26V3C4,"For RX26, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,1,general
DRUGID27,Drug ID code for medication #27,str,16025,0,0.0,13,general
PRESCR27,Prescription status code for medication #27,float64,14,16011,99.91,2,general
CONTSUB27,Controlled substance status code for medication #27,float64,14,16011,99.91,2,general
COMSTAT27,Composition status code for medication #27,float64,14,16011,99.91,1,general
RX27CAT1,"For RX27, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,12,general
RX27CAT2,"For RX27, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,5,general
RX27CAT3,"For RX27, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,3,general
RX27CAT4,"For RX27, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,2,general
RX27V1C1,"For RX27, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,6,general
RX27V1C2,"For RX27, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,4,general
RX27V1C3,"For RX27, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,2,general
RX27V1C4,"For RX27, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,2,general
RX27V2C1,"For RX27, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,10,general
RX27V2C2,"For RX27, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,5,general
RX27V2C3,"For RX27, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,3,general
RX27V2C4,"For RX27, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,2,general
RX27V3C1,"For RX27, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,6,general
RX27V3C2,"For RX27, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,3,general
RX27V3C3,"For RX27, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,3,general
RX27V3C4,"For RX27, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,2,general
DRUGID28,Drug ID code for medication #28,str,16025,0,0.0,12,general
PRESCR28,Prescription status code for medication #28,float64,12,16013,99.93,2,general
CONTSUB28,Controlled substance status code for medication #28,float64,12,16013,99.93,1,general
COMSTAT28,Composition status code for medication #28,float64,12,16013,99.93,1,general
RX28CAT1,"For RX28, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,10,general
RX28CAT2,"For RX28, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,5,general
RX28CAT3,"For RX28, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX28CAT4,"For RX28, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX28V1C1,"For RX28, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,8,general
RX28V1C2,"For RX28, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,4,general
RX28V1C3,"For RX28, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,1,general
RX28V1C4,"For RX28, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,1,general
RX28V2C1,"For RX28, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,10,general
RX28V2C2,"For RX28, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,5,general
RX28V2C3,"For RX28, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,1,general
RX28V2C4,"For RX28, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,1,general
RX28V3C1,"For RX28, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,6,general
RX28V3C2,"For RX28, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,2,general
RX28V3C3,"For RX28, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,1,general
RX28V3C4,"For RX28, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,1,general
DRUGID29,Drug ID code for medication #29,str,16025,0,0.0,6,general
PRESCR29,Prescription status code for medication #29,float64,5,16020,99.97,3,general
CONTSUB29,Controlled substance status code for medication #29,float64,5,16020,99.97,2,general
COMSTAT29,Composition status code for medication #29,float64,5,16020,99.97,2,general
RX29CAT1,"For RX29, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,6,general
RX29CAT2,"For RX29, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX29CAT3,"For RX29, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX29CAT4,"For RX29, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX29V1C1,"For RX29, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,4,general
RX29V1C2,"For RX29, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,1,general
RX29V1C3,"For RX29, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,1,general
RX29V1C4,"For RX29, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,1,general
RX29V2C1,"For RX29, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,6,general
RX29V2C2,"For RX29, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,1,general
RX29V2C3,"For RX29, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,1,general
RX29V2C4,"For RX29, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,1,general
RX29V3C1,"For RX29, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,5,general
RX29V3C2,"For RX29, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,1,general
RX29V3C3,"For RX29, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,1,general
RX29V3C4,"For RX29, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,1,general
DRUGID30,Drug ID code for medication #30,str,16025,0,0.0,2,general
PRESCR30,Prescription status code for medication #30,float64,1,16024,99.99,1,general
CONTSUB30,Controlled substance status code for medication #30,float64,1,16024,99.99,1,general
COMSTAT30,Composition status code for medication #30,float64,1,16024,99.99,1,general
RX30CAT1,"For RX30, MULTUM drug category #1 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,2,general
RX30CAT2,"For RX30, MULTUM drug category #2 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,2,general
RX30CAT3,"For RX30, MULTUM drug category #3 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX30CAT4,"For RX30, MULTUM drug category #4 - most detailed level (can be either Level 1,2 or 3)",str,16025,0,0.0,1,general
RX30V1C1,"For RX30, level 1 of MULTUM drug category #1 (broad level)",str,16025,0,0.0,2,general
RX30V1C2,"For RX30, level 1 of MULTUM drug category #2 (broad level)",str,16025,0,0.0,2,general
RX30V1C3,"For RX30, level 1 of MULTUM drug category #3 (broad level)",str,16025,0,0.0,1,general
RX30V1C4,"For RX30, level 1 of MULTUM drug category #4 (broad level)",str,16025,0,0.0,1,general
RX30V2C1,"For RX30, level 2 of MULTUM drug category #1 (intermediate level)",str,16025,0,0.0,2,general
RX30V2C2,"For RX30, level 2 of MULTUM drug category #2 (intermediate level)",str,16025,0,0.0,2,general
RX30V2C3,"For RX30, level 2 of MULTUM drug category #3 (intermediate level)",str,16025,0,0.0,1,general
RX30V2C4,"For RX30, level 2 of MULTUM drug category #4 (intermediate level)",str,16025,0,0.0,1,general
RX30V3C1,"For RX30, level 3 of MULTUM drug category #1 (detailed level)",str,16025,0,0.0,1,general
RX30V3C2,"For RX30, level 3 of MULTUM drug category #2 (detailed level)",str,16025,0,0.0,1,general
RX30V3C3,"For RX30, level 3 of MULTUM drug category #3 (detailed level)",str,16025,0,0.0,1,general
RX30V3C4,"For RX30, level 3 of MULTUM drug category #4 (detailed level)",str,16025,0,0.0,1,general
SETTYPE,Setting type,float64,16025,0,0.0,1,general
YEAR,Survey year,float64,16025,0,0.0,1,general
CSTRATM,Clustered CSTRATM -- masked,float64,16025,0,0.0,8,survey_design
CPSUM,Clustered CPSUM -- masked,float64,16025,0,0.0,122,survey_design
PATWT,Patient visit weight,float64,16025,0,0.0,249,survey_design
EDWT,ED weight,float64,188,15837,98.83,149,survey_design
BOARDED,Length of time boarded in ED in minutes,float64,16025,0,0.0,481,general
