variable_name,n_unique,missing_count,missing_percentage,top_values,rare_category_count
CONTSUB21,3,15945,99.5,6.0=76 (95.0%); 2.0=2 (2.5%); 5.0=2 (2.5%),0
COMSTAT21,2,15945,99.5,1.0=75 (93.8%); 2.0=5 (6.2%),0
RX21CAT1,48,0,0.0,=15945 (99.5%); 117=12 (0.1%); 095=7 (0.0%); 045=3 (0.0%); 059=3 (0.0%),47
RX21CAT2,10,0,0.0,=16016 (99.9%); 192=1 (0.0%); 388=1 (0.0%); 210=1 (0.0%); 053=1 (0.0%),9
RX21CAT3,3,0,0.0,=16023 (100.0%); 270=1 (0.0%); 265=1 (0.0%),2
RX21CAT4,2,0,0.0,=16024 (100.0%); 445=1 (0.0%),1
RX21V1C1,14,0,0.0,=15945 (99.5%); 115=14 (0.1%); 057=14 (0.1%); 087=12 (0.1%); 040=10 (0.1%),13
RX21V1C2,9,0,0.0,=16016 (99.9%); 040=2 (0.0%); 105=1 (0.0%); 242=1 (0.0%); 122=1 (0.0%),8
RX21V1C3,3,0,0.0,=16023 (100.0%); 105=1 (0.0%); 113=1 (0.0%),2
RX21V1C4,2,0,0.0,=16024 (100.0%); 254=1 (0.0%),1
RX21V2C1,35,0,0.0,=15947 (99.5%); 117=12 (0.1%); 095=7 (0.0%); 058=6 (0.0%); 099=5 (0.0%),34
RX21V2C2,10,0,0.0,=16016 (99.9%); 192=1 (0.0%); 046=1 (0.0%); 251=1 (0.0%); 053=1 (0.0%),9
RX21V2C3,3,0,0.0,=16023 (100.0%); 270=1 (0.0%); 265=1 (0.0%),2
RX21V2C4,2,0,0.0,=16024 (100.0%); 104=1 (0.0%),1
RX21V3C1,32,0,0.0,=15985 (99.8%); 059=3 (0.0%); 060=2 (0.0%); 178=2 (0.0%); 215=2 (0.0%),31
RX21V3C2,5,0,0.0,=16021 (100.0%); 388=1 (0.0%); 210=1 (0.0%); 198=1 (0.0%); 301=1 (0.0%),4
RX21V3C3,1,0,0.0,=16025 (100.0%),0
RX21V3C4,2,0,0.0,=16024 (100.0%); 445=1 (0.0%),1
DRUGID22,53,0,0.0,=15962 (99.6%); d00749=4 (0.0%); d04121=3 (0.0%); c00110=3 (0.0%); d00348=2 (0.0%),52
PRESCR22,4,15962,99.61,1.0=38 (60.3%); 5.0=16 (25.4%); 3.0=5 (7.9%); 2.0=4 (6.3%),0
CONTSUB22,4,15962,99.61,6.0=54 (85.7%); 7.0=5 (7.9%); 2.0=2 (3.2%); 4.0=2 (3.2%),0
COMSTAT22,3,15962,99.61,1.0=53 (84.1%); 3.0=5 (7.9%); 2.0=5 (7.9%),0
RX22CAT1,43,0,0.0,=15962 (99.6%); 095=5 (0.0%); 180=4 (0.0%); 117=4 (0.0%); 173=3 (0.0%),42
RX22CAT2,9,0,0.0,=16015 (99.9%); 239=2 (0.0%); 129=2 (0.0%); 210=1 (0.0%); 220=1 (0.0%),8
RX22CAT3,2,0,0.0,=16024 (100.0%); 203=1 (0.0%),1
RX22CAT4,1,0,0.0,=16025 (100.0%),0
RX22V1C1,13,0,0.0,=15962 (99.6%); 057=15 (0.1%); 087=8 (0.0%); 122=7 (0.0%); 113=5 (0.0%),12
RX22V1C2,8,0,0.0,=16015 (99.9%); 001=2 (0.0%); 218=2 (0.0%); 122=2 (0.0%); 242=1 (0.0%),7
RX22V1C3,2,0,0.0,=16024 (100.0%); 057=1 (0.0%),1
RX22V1C4,1,0,0.0,=16025 (100.0%),0
RX22V2C1,28,0,0.0,=15962 (99.6%); 125=7 (0.0%); 058=7 (0.0%); 095=5 (0.0%); 019=4 (0.0%),27
RX22V2C2,9,0,0.0,=16015 (99.9%); 005=2 (0.0%); 129=2 (0.0%); 251=1 (0.0%); 220=1 (0.0%),8
RX22V2C3,2,0,0.0,=16024 (100.0%); 064=1 (0.0%),1
RX22V2C4,1,0,0.0,=16025 (100.0%),0
RX22V3C1,29,0,0.0,=15990 (99.8%); 180=4 (0.0%); 173=3 (0.0%); 060=2 (0.0%); 181=2 (0.0%),28
RX22V3C2,6,0,0.0,=16019 (100.0%); 239=2 (0.0%); 210=1 (0.0%); 211=1 (0.0%); 388=1 (0.0%),5
RX22V3C3,2,0,0.0,=16024 (100.0%); 203=1 (0.0%),1
RX22V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID23,45,0,0.0,=15971 (99.7%); d04283=3 (0.0%); d00395=3 (0.0%); d00405=2 (0.0%); d00345=2 (0.0%),44
PRESCR23,3,15971,99.66,1.0=33 (61.1%); 5.0=19 (35.2%); 2.0=2 (3.7%),0
CONTSUB23,3,15971,99.66,6.0=51 (94.4%); 2.0=2 (3.7%); 4.0=1 (1.9%),0
COMSTAT23,2,15971,99.66,1.0=51 (94.4%); 2.0=3 (5.6%),0
RX23CAT1,34,0,0.0,=15971 (99.7%); 117=5 (0.0%); 095=5 (0.0%); 119=4 (0.0%); 272=3 (0.0%),33
RX23CAT2,7,0,0.0,=16017 (100.0%); 117=2 (0.0%); 129=2 (0.0%); 210=1 (0.0%); 340=1 (0.0%),6
RX23CAT3,3,0,0.0,=16023 (100.0%); 204=1 (0.0%); 203=1 (0.0%),2
RX23CAT4,1,0,0.0,=16025 (100.0%),0
RX23V1C1,12,0,0.0,=15971 (99.7%); 057=9 (0.1%); 115=9 (0.1%); 087=9 (0.1%); 133=7 (0.0%),11
RX23V1C2,6,0,0.0,=16017 (100.0%); 115=2 (0.0%); 040=2 (0.0%); 122=2 (0.0%); 242=1 (0.0%),5
RX23V1C3,2,0,0.0,=16023 (100.0%); 057=2 (0.0%),1
RX23V1C4,1,0,0.0,=16025 (100.0%),0
RX23V2C1,22,0,0.0,=15972 (99.7%); 058=5 (0.0%); 117=5 (0.0%); 095=5 (0.0%); 249=5 (0.0%),21
RX23V2C2,7,0,0.0,=16017 (100.0%); 117=2 (0.0%); 129=2 (0.0%); 251=1 (0.0%); 340=1 (0.0%),6
RX23V2C3,2,0,0.0,=16023 (100.0%); 064=2 (0.0%),1
RX23V2C4,1,0,0.0,=16025 (100.0%),0
RX23V3C1,25,0,0.0,=15993 (99.8%); 245=3 (0.0%); 306=3 (0.0%); 180=2 (0.0%); 301=2 (0.0%),24
RX23V3C2,4,0,0.0,=16022 (100.0%); 210=1 (0.0%); 198=1 (0.0%); 386=1 (0.0%),3
RX23V3C3,3,0,0.0,=16023 (100.0%); 204=1 (0.0%); 203=1 (0.0%),2
RX23V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID24,32,0,0.0,=15988 (99.8%); a56265=3 (0.0%); d00170=2 (0.0%); d00395=2 (0.0%); d00293=2 (0.0%),31
PRESCR24,3,15988,99.77,1.0=19 (51.4%); 5.0=14 (37.8%); 2.0=4 (10.8%),0
CONTSUB24,2,15988,99.77,6.0=35 (94.6%); 4.0=2 (5.4%),0
COMSTAT24,2,15988,99.77,1.0=35 (94.6%); 2.0=2 (5.4%),0
RX24CAT1,27,0,0.0,=15988 (99.8%); 117=4 (0.0%); 140=3 (0.0%); 095=3 (0.0%); 062=2 (0.0%),26
RX24CAT2,7,0,0.0,=16018 (100.0%); 211=2 (0.0%); 292=1 (0.0%); 123=1 (0.0%); 053=1 (0.0%),6
RX24CAT3,3,0,0.0,=16023 (100.0%); 197=1 (0.0%); 203=1 (0.0%),2
RX24CAT4,2,0,0.0,=16024 (100.0%); 205=1 (0.0%),1
RX24V1C1,14,0,0.0,=15988 (99.8%); 057=8 (0.0%); 133=5 (0.0%); 115=4 (0.0%); 122=4 (0.0%),13
RX24V1C2,6,0,0.0,=16018 (100.0%); 081=2 (0.0%); 057=2 (0.0%); 133=1 (0.0%); 122=1 (0.0%),5
RX24V1C3,2,0,0.0,=16023 (100.0%); 057=2 (0.0%),1
RX24V1C4,2,0,0.0,=16024 (100.0%); 057=1 (0.0%),1
RX24V2C1,21,0,0.0,=15988 (99.8%); 136=4 (0.0%); 117=4 (0.0%); 058=3 (0.0%); 095=3 (0.0%),20
RX24V2C2,6,0,0.0,=16018 (100.0%); 083=2 (0.0%); 065=2 (0.0%); 136=1 (0.0%); 123=1 (0.0%),5
RX24V2C3,3,0,0.0,=16023 (100.0%); 065=1 (0.0%); 064=1 (0.0%),2
RX24V2C4,2,0,0.0,=16024 (100.0%); 066=1 (0.0%),1
RX24V3C1,19,0,0.0,=16001 (99.9%); 140=3 (0.0%); 062=2 (0.0%); 306=2 (0.0%); 070=2 (0.0%),18
RX24V3C2,5,0,0.0,=16020 (100.0%); 211=2 (0.0%); 292=1 (0.0%); 198=1 (0.0%); 196=1 (0.0%),4
RX24V3C3,3,0,0.0,=16023 (100.0%); 197=1 (0.0%); 203=1 (0.0%),2
RX24V3C4,2,0,0.0,=16024 (100.0%); 205=1 (0.0%),1
DRUGID25,28,0,0.0,=15996 (99.8%); d00859=2 (0.0%); d04399=2 (0.0%); d04258=1 (0.0%); a51675=1 (0.0%),27
PRESCR25,3,15996,99.82,1.0=20 (69.0%); 5.0=7 (24.1%); 2.0=2 (6.9%),0
CONTSUB25,3,15996,99.82,6.0=27 (93.1%); 2.0=1 (3.4%); 4.0=1 (3.4%),0
COMSTAT25,2,15996,99.82,1.0=28 (96.6%); 2.0=1 (3.4%),0
RX25CAT1,22,0,0.0,=15996 (99.8%); 119=4 (0.0%); 117=2 (0.0%); 060=2 (0.0%); 301=2 (0.0%),21
RX25CAT2,5,0,0.0,=16021 (100.0%); 053=1 (0.0%); 180=1 (0.0%); 012=1 (0.0%); 385=1 (0.0%),4
RX25CAT3,2,0,0.0,=16024 (100.0%); 433=1 (0.0%),1
RX25CAT4,1,0,0.0,=16025 (100.0%),0
RX25V1C1,11,0,0.0,=15996 (99.8%); 115=7 (0.0%); 057=5 (0.0%); 040=4 (0.0%); 133=3 (0.0%),10
RX25V1C2,4,0,0.0,=16021 (100.0%); 040=2 (0.0%); 122=1 (0.0%); 001=1 (0.0%),3
RX25V1C3,2,0,0.0,=16024 (100.0%); 040=1 (0.0%),1
RX25V1C4,1,0,0.0,=16025 (100.0%),0
RX25V2C1,19,0,0.0,=15996 (99.8%); 119=4 (0.0%); 058=3 (0.0%); 136=3 (0.0%); 117=2 (0.0%),18
RX25V2C2,5,0,0.0,=16021 (100.0%); 053=1 (0.0%); 125=1 (0.0%); 012=1 (0.0%); 046=1 (0.0%),4
RX25V2C3,2,0,0.0,=16024 (100.0%); 433=1 (0.0%),1
RX25V2C4,1,0,0.0,=16025 (100.0%),0
RX25V3C1,13,0,0.0,=16009 (99.9%); 060=2 (0.0%); 301=2 (0.0%); 197=2 (0.0%); 292=2 (0.0%),12
RX25V3C2,3,0,0.0,=16023 (100.0%); 180=1 (0.0%); 385=1 (0.0%),2
RX25V3C3,1,0,0.0,=16025 (100.0%),0
RX25V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID26,21,0,0.0,=16005 (99.9%); d07705=1 (0.0%); d04514=1 (0.0%); d00002=1 (0.0%); d00052=1 (0.0%),20
PRESCR26,2,16005,99.88,1.0=14 (70.0%); 5.0=6 (30.0%),0
CONTSUB26,1,16005,99.88,6.0=20 (100.0%),0
COMSTAT26,2,16005,99.88,1.0=19 (95.0%); 2.0=1 (5.0%),0
RX26CAT1,19,0,0.0,=16005 (99.9%); 272=2 (0.0%); 095=2 (0.0%); 341=1 (0.0%); 387=1 (0.0%),18
RX26CAT2,4,0,0.0,=16022 (100.0%); 053=1 (0.0%); 239=1 (0.0%); 385=1 (0.0%),3
RX26CAT3,1,0,0.0,=16025 (100.0%),0
RX26CAT4,1,0,0.0,=16025 (100.0%),0
RX26V1C1,11,0,0.0,=16005 (99.9%); 087=5 (0.0%); 001=3 (0.0%); 040=2 (0.0%); 081=2 (0.0%),10
RX26V1C2,3,0,0.0,=16022 (100.0%); 040=2 (0.0%); 001=1 (0.0%),2
RX26V1C3,1,0,0.0,=16025 (100.0%),0
RX26V1C4,1,0,0.0,=16025 (100.0%),0
RX26V2C1,19,0,0.0,=16005 (99.9%); 272=2 (0.0%); 095=2 (0.0%); 251=1 (0.0%); 046=1 (0.0%),18
RX26V2C2,4,0,0.0,=16022 (100.0%); 053=1 (0.0%); 005=1 (0.0%); 046=1 (0.0%),3
RX26V2C3,1,0,0.0,=16025 (100.0%),0
RX26V2C4,1,0,0.0,=16025 (100.0%),0
RX26V3C1,10,0,0.0,=16016 (99.9%); 341=1 (0.0%); 387=1 (0.0%); 161=1 (0.0%); 211=1 (0.0%),9
RX26V3C2,3,0,0.0,=16023 (100.0%); 239=1 (0.0%); 385=1 (0.0%),2
RX26V3C3,1,0,0.0,=16025 (100.0%),0
RX26V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID27,13,0,0.0,=16011 (99.9%); d00321=2 (0.0%); d00405=2 (0.0%); d04929=1 (0.0%); d00345=1 (0.0%),12
PRESCR27,2,16011,99.91,1.0=9 (64.3%); 5.0=5 (35.7%),0
CONTSUB27,2,16011,99.91,6.0=13 (92.9%); 4.0=1 (7.1%),0
COMSTAT27,1,16011,99.91,1.0=14 (100.0%),0
RX27CAT1,12,0,0.0,=16011 (99.9%); 117=2 (0.0%); 045=2 (0.0%); 119=2 (0.0%); 264=1 (0.0%),11
RX27CAT2,5,0,0.0,=16020 (100.0%); 053=2 (0.0%); 198=1 (0.0%); 385=1 (0.0%); 123=1 (0.0%),4
RX27CAT3,3,0,0.0,=16023 (100.0%); 203=1 (0.0%); 197=1 (0.0%),2
RX27CAT4,2,0,0.0,=16024 (100.0%); 205=1 (0.0%),1
RX27V1C1,6,0,0.0,=16011 (99.9%); 115=4 (0.0%); 057=4 (0.0%); 040=4 (0.0%); 113=1 (0.0%),5
RX27V1C2,4,0,0.0,=16020 (100.0%); 040=3 (0.0%); 057=1 (0.0%); 122=1 (0.0%),3
RX27V1C3,2,0,0.0,=16023 (100.0%); 057=2 (0.0%),1
RX27V1C4,2,0,0.0,=16024 (100.0%); 057=1 (0.0%),1
RX27V2C1,10,0,0.0,=16011 (99.9%); 117=2 (0.0%); 067=2 (0.0%); 045=2 (0.0%); 065=2 (0.0%),9
RX27V2C2,5,0,0.0,=16020 (100.0%); 053=2 (0.0%); 065=1 (0.0%); 046=1 (0.0%); 123=1 (0.0%),4
RX27V2C3,3,0,0.0,=16023 (100.0%); 064=1 (0.0%); 065=1 (0.0%),2
RX27V2C4,2,0,0.0,=16024 (100.0%); 066=1 (0.0%),1
RX27V3C1,6,0,0.0,=16020 (100.0%); 069=1 (0.0%); 195=1 (0.0%); 070=1 (0.0%); 156=1 (0.0%),5
RX27V3C2,3,0,0.0,=16023 (100.0%); 198=1 (0.0%); 385=1 (0.0%),2
RX27V3C3,3,0,0.0,=16023 (100.0%); 203=1 (0.0%); 197=1 (0.0%),2
RX27V3C4,2,0,0.0,=16024 (100.0%); 205=1 (0.0%),1
DRUGID28,12,0,0.0,=16013 (99.9%); d00321=2 (0.0%); d04851=1 (0.0%); d07721=1 (0.0%); d00867=1 (0.0%),11
PRESCR28,2,16013,99.93,1.0=7 (58.3%); 5.0=5 (41.7%),0
CONTSUB28,1,16013,99.93,6.0=12 (100.0%),0
COMSTAT28,1,16013,99.93,1.0=12 (100.0%),0
RX28CAT1,10,0,0.0,=16013 (99.9%); 117=3 (0.0%); 045=2 (0.0%); 173=1 (0.0%); 211=1 (0.0%),9
RX28CAT2,5,0,0.0,=16020 (100.0%); 053=2 (0.0%); 129=1 (0.0%); 388=1 (0.0%); 219=1 (0.0%),4
RX28CAT3,1,0,0.0,=16025 (100.0%),0
RX28CAT4,1,0,0.0,=16025 (100.0%),0
RX28V1C1,8,0,0.0,=16013 (99.9%); 040=3 (0.0%); 115=3 (0.0%); 057=2 (0.0%); 358=1 (0.0%),7
RX28V1C2,4,0,0.0,=16020 (100.0%); 040=3 (0.0%); 122=1 (0.0%); 218=1 (0.0%),3
RX28V1C3,1,0,0.0,=16025 (100.0%),0
RX28V1C4,1,0,0.0,=16025 (100.0%),0
RX28V2C1,10,0,0.0,=16013 (99.9%); 117=3 (0.0%); 045=2 (0.0%); 019=1 (0.0%); 083=1 (0.0%),9
RX28V2C2,5,0,0.0,=16020 (100.0%); 053=2 (0.0%); 129=1 (0.0%); 046=1 (0.0%); 219=1 (0.0%),4
RX28V2C3,1,0,0.0,=16025 (100.0%),0
RX28V2C4,1,0,0.0,=16025 (100.0%),0
RX28V3C1,6,0,0.0,=16020 (100.0%); 173=1 (0.0%); 211=1 (0.0%); 195=1 (0.0%); 161=1 (0.0%),5
RX28V3C2,2,0,0.0,=16024 (100.0%); 388=1 (0.0%),1
RX28V3C3,1,0,0.0,=16025 (100.0%),0
RX28V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID29,6,0,0.0,=16020 (100.0%); d04102=1 (0.0%); d03431=1 (0.0%); d03768=1 (0.0%); d03669=1 (0.0%),5
PRESCR29,3,16020,99.97,1.0=2 (40.0%); 5.0=2 (40.0%); 2.0=1 (20.0%),0
CONTSUB29,2,16020,99.97,6.0=4 (80.0%); 2.0=1 (20.0%),0
COMSTAT29,2,16020,99.97,1.0=3 (60.0%); 2.0=2 (40.0%),0
RX29CAT1,6,0,0.0,=16020 (100.0%); 178=1 (0.0%); 191=1 (0.0%); 168=1 (0.0%); 453=1 (0.0%),5
RX29CAT2,1,0,0.0,=16025 (100.0%),0
RX29CAT3,1,0,0.0,=16025 (100.0%),0
RX29CAT4,1,0,0.0,=16025 (100.0%),0
RX29V1C1,4,0,0.0,=16020 (100.0%); 057=2 (0.0%); 133=2 (0.0%); 113=1 (0.0%),3
RX29V1C2,1,0,0.0,=16025 (100.0%),0
RX29V1C3,1,0,0.0,=16025 (100.0%),0
RX29V1C4,1,0,0.0,=16025 (100.0%),0
RX29V2C1,6,0,0.0,=16020 (100.0%); 073=1 (0.0%); 058=1 (0.0%); 147=1 (0.0%); 136=1 (0.0%),5
RX29V2C2,1,0,0.0,=16025 (100.0%),0
RX29V2C3,1,0,0.0,=16025 (100.0%),0
RX29V2C4,1,0,0.0,=16025 (100.0%),0
RX29V3C1,5,0,0.0,=16021 (100.0%); 178=1 (0.0%); 191=1 (0.0%); 168=1 (0.0%); 453=1 (0.0%),4
RX29V3C2,1,0,0.0,=16025 (100.0%),0
RX29V3C3,1,0,0.0,=16025 (100.0%),0
RX29V3C4,1,0,0.0,=16025 (100.0%),0
DRUGID30,2,0,0.0,=16024 (100.0%); d00321=1 (0.0%),1
PRESCR30,1,16024,99.99,1.0=1 (100.0%),0
CONTSUB30,1,16024,99.99,6.0=1 (100.0%),0
COMSTAT30,1,16024,99.99,1.0=1 (100.0%),0
RX30CAT1,2,0,0.0,=16024 (100.0%); 045=1 (0.0%),1
RX30CAT2,2,0,0.0,=16024 (100.0%); 053=1 (0.0%),1
RX30CAT3,1,0,0.0,=16025 (100.0%),0
RX30CAT4,1,0,0.0,=16025 (100.0%),0
RX30V1C1,2,0,0.0,=16024 (100.0%); 040=1 (0.0%),1
RX30V1C2,2,0,0.0,=16024 (100.0%); 040=1 (0.0%),1
RX30V1C3,1,0,0.0,=16025 (100.0%),0
RX30V1C4,1,0,0.0,=16025 (100.0%),0
RX30V2C1,2,0,0.0,=16024 (100.0%); 045=1 (0.0%),1
RX30V2C2,2,0,0.0,=16024 (100.0%); 053=1 (0.0%),1
RX30V2C3,1,0,0.0,=16025 (100.0%),0
RX30V2C4,1,0,0.0,=16025 (100.0%),0
RX30V3C1,1,0,0.0,=16025 (100.0%),0
RX30V3C2,1,0,0.0,=16025 (100.0%),0
RX30V3C3,1,0,0.0,=16025 (100.0%),0
RX30V3C4,1,0,0.0,=16025 (100.0%),0
SETTYPE,1,0,0.0,3.0=16025 (100.0%),0
YEAR,1,0,0.0,2022.0=16025 (100.0%),0
CSTRATM,8,0,0.0,20422201.0=3015 (18.8%); 40200000.0=2725 (17.0%); 40300000.0=2705 (16.9%); 20122201.0=2017 (12.6%); 20222201.0=1787 (11.2%),0
