variable_name,n_unique,missing_count,missing_percentage,top_values,rare_category_count
OBSCLIN,3,0,0.0,2.0=8140 (50.8%); 1.0=6938 (43.3%); -8.0=947 (5.9%),0
OBSSEP,4,0,0.0,-7.0=9087 (56.7%); 1.0=3817 (23.8%); 2.0=2962 (18.5%); -8.0=159 (1.0%),1
OBSPHYSED,3,0,0.0,-7.0=9087 (56.7%); 1.0=4776 (29.8%); 0.0=2162 (13.5%),0
OBSHOSP,3,0,0.0,-7.0=9087 (56.7%); 1.0=3901 (24.3%); 0.0=3037 (19.0%),0
OBSPHYSOT,3,0,0.0,-7.0=9087 (56.7%); 0.0=5102 (31.8%); 1.0=1836 (11.5%),0
OBSPHYSUN,3,0,0.0,-7.0=9087 (56.7%); 0.0=6740 (42.1%); 1.0=198 (1.2%),0
BOARD,3,0,0.0,1.0=14148 (88.3%); 2.0=1184 (7.4%); -8.0=693 (4.3%),0
BOARDHOS,3,0,0.0,2.0=9393 (58.6%); 1.0=5525 (34.5%); -8.0=1107 (6.9%),0
AMBDIV,3,0,0.0,1.0=7387 (46.1%); 2.0=6649 (41.5%); -8.0=1989 (12.4%),0
TOTHRDIVR,5,0,0.0,-7.0=8638 (53.9%); 2.0=2248 (14.0%); 4.0=2184 (13.6%); -8.0=1848 (11.5%); 3.0=1107 (6.9%),0
REGDIV,4,0,0.0,-7.0=8638 (53.9%); 1.0=4115 (25.7%); 2.0=2922 (18.2%); -8.0=350 (2.2%),0
ADMDIV,4,0,0.0,-7.0=8638 (53.9%); 1.0=6808 (42.5%); 2.0=390 (2.4%); -8.0=189 (1.2%),0
INCSHX,3,0,0.0,2.0=12438 (77.6%); 1.0=3157 (19.7%); -8.0=430 (2.7%),0
INCPHYS,3,0,0.0,2.0=13189 (82.3%); 1.0=2121 (13.2%); -8.0=715 (4.5%),0
EXPSPACE,3,0,0.0,2.0=11828 (73.8%); 1.0=2842 (17.7%); -8.0=1355 (8.5%),0
BEDREG,3,0,0.0,1.0=13611 (84.9%); 2.0=1696 (10.6%); -8.0=718 (4.5%),0
KIOSELCHK,3,0,0.0,2.0=13536 (84.5%); 1.0=1736 (10.8%); -8.0=753 (4.7%),0
CATRIAGE,3,0,0.0,2.0=8197 (51.2%); 1.0=6856 (42.8%); -8.0=972 (6.1%),0
IMBED,3,0,0.0,1.0=11693 (73.0%); 2.0=3630 (22.7%); -8.0=702 (4.4%),0
ADVTRIAG,3,0,0.0,1.0=12345 (77.0%); 2.0=2165 (13.5%); -8.0=1515 (9.5%),0
PHYSPRACTRIA,3,0,0.0,1.0=8639 (53.9%); 2.0=6668 (41.6%); -8.0=718 (4.5%),0
FASTTRAK,3,0,0.0,1.0=8411 (52.5%); 2.0=6601 (41.2%); -8.0=1013 (6.3%),0
EDPTOR,3,0,0.0,2.0=12742 (79.5%); 1.0=2655 (16.6%); -8.0=628 (3.9%),0
DASHBORD,3,0,0.0,1.0=13657 (85.2%); 2.0=1404 (8.8%); -8.0=964 (6.0%),0
RFID,3,0,0.0,2.0=9996 (62.4%); 1.0=5101 (31.8%); -8.0=928 (5.8%),0
WIRELESS,3,0,0.0,1.0=11702 (73.0%); 2.0=3349 (20.9%); -8.0=974 (6.1%),0
ZONENURS,3,0,0.0,1.0=11059 (69.0%); 2.0=3915 (24.4%); -8.0=1051 (6.6%),0
POOLNURS,3,0,0.0,1.0=8784 (54.8%); 2.0=5878 (36.7%); -8.0=1363 (8.5%),0
SURGDAY,9,0,0.0,5.0=10609 (66.2%); 7.0=2058 (12.8%); 6.0=1147 (7.2%); -8.0=828 (5.2%); 0.0=654 (4.1%),1
BEDCZAR,4,0,0.0,1.0=12048 (75.2%); 2.0=3457 (21.6%); -8.0=334 (2.1%); -9.0=186 (1.2%),0
BEDDATA,8,0,0.0,1.0=13547 (84.5%); 5.0=1146 (7.2%); 2.0=378 (2.4%); -8.0=345 (2.2%); 4.0=208 (1.3%),2
HLIST,4,0,0.0,1.0=14935 (93.2%); 2.0=813 (5.1%); -9.0=186 (1.2%); -8.0=91 (0.6%),1
HLISTED,4,0,0.0,1.0=14037 (87.6%); -7.0=1090 (6.8%); 2.0=800 (5.0%); -8.0=98 (0.6%),1
EMEDRES,4,0,0.0,2.0=8447 (52.7%); 1.0=6898 (43.0%); -8.0=494 (3.1%); -9.0=186 (1.2%),0
REGION,4,0,0.0,2.0=4512 (28.2%); 3.0=4124 (25.7%); 4.0=3930 (24.5%); 1.0=3459 (21.6%),0
MSA,2,0,0.0,1.0=14169 (88.4%); 2.0=1856 (11.6%),0
DRUGID1,541,0,0.0,=3634 (22.7%); d00438=1562 (9.7%); d00049=1412 (8.8%); d00015=821 (5.1%); d00867=670 (4.2%),528
PRESCR1,4,3634,22.68,1.0=6846 (55.2%); 5.0=5278 (42.6%); 2.0=178 (1.4%); 3.0=89 (0.7%),1
CONTSUB1,7,3634,22.68,6.0=11225 (90.6%); 2.0=748 (6.0%); 4.0=269 (2.2%); 7.0=101 (0.8%); 8.0=29 (0.2%),4
COMSTAT1,3,3634,22.68,1.0=11253 (90.8%); 2.0=1032 (8.3%); 3.0=106 (0.9%),1
RX1CAT1,217,0,0.0,=3634 (22.7%); 117=1824 (11.4%); 059=1413 (8.8%); 061=1369 (8.5%); 195=670 (4.2%),201
RX1CAT2,50,0,0.0,=13073 (81.6%); 129=1562 (9.7%); 385=300 (1.9%); 198=197 (1.2%); 211=189 (1.2%),44
RX1CAT3,8,0,0.0,=15663 (97.7%); 197=149 (0.9%); 203=144 (0.9%); 433=38 (0.2%); 204=22 (0.1%),7
RX1CAT4,3,0,0.0,=15875 (99.1%); 205=149 (0.9%); 445=1 (0.0%),2
RX1V1C1,22,0,0.0,057=5255 (32.8%); =3634 (22.7%); 115=1918 (12.0%); 001=1399 (8.7%); 122=621 (3.9%),9
RX1V1C2,16,0,0.0,=13073 (81.6%); 122=1818 (11.3%); 040=370 (2.3%); 057=256 (1.6%); 081=189 (1.2%),11
RX1V1C3,5,0,0.0,=15663 (97.7%); 057=315 (2.0%); 040=42 (0.3%); 097=4 (0.0%); 105=1 (0.0%),3
RX1V1C4,3,0,0.0,=15875 (99.1%); 057=149 (0.9%); 254=1 (0.0%),2
RX1V2C1,121,0,0.0,058=3794 (23.7%); =3706 (23.1%); 117=1824 (11.4%); 065=733 (4.6%); 009=467 (2.9%),109
RX1V2C2,39,0,0.0,=13073 (81.6%); 129=1562 (9.7%); 046=331 (2.1%); 065=216 (1.3%); 083=189 (1.2%),33
RX1V2C3,7,0,0.0,=15663 (97.7%); 064=166 (1.0%); 065=149 (0.9%); 433=38 (0.2%); 430=4 (0.0%),5
RX1V2C4,3,0,0.0,=15875 (99.1%); 066=149 (0.9%); 104=1 (0.0%),2
RX1V3C1,129,0,0.0,=7639 (47.7%); 059=1413 (8.8%); 061=1369 (8.5%); 195=670 (4.2%); 060=488 (3.0%),115
RX1V3C2,28,0,0.0,=15062 (94.0%); 385=300 (1.9%); 198=197 (1.2%); 211=189 (1.2%); 239=75 (0.5%),24
RX1V3C3,5,0,0.0,=15706 (98.0%); 197=149 (0.9%); 203=144 (0.9%); 204=22 (0.1%); 185=4 (0.0%),4
RX1V3C4,3,0,0.0,=15875 (99.1%); 205=149 (0.9%); 445=1 (0.0%),2
DRUGID2,531,0,0.0,=6885 (43.0%); d00438=757 (4.7%); d00049=677 (4.2%); d00867=663 (4.1%); d00015=580 (3.6%),522
PRESCR2,4,6885,42.96,1.0=5512 (60.3%); 5.0=3397 (37.2%); 2.0=142 (1.6%); 3.0=89 (1.0%),1
CONTSUB2,7,6885,42.96,6.0=8240 (90.2%); 2.0=550 (6.0%); 4.0=225 (2.5%); 7.0=93 (1.0%); 8.0=18 (0.2%),3
COMSTAT2,3,6885,42.96,1.0=8381 (91.7%); 2.0=667 (7.3%); 3.0=92 (1.0%),0
RX2CAT1,206,0,0.0,=6885 (43.0%); 061=1030 (6.4%); 117=924 (5.8%); 059=677 (4.2%); 195=663 (4.1%),192
RX2CAT2,53,0,0.0,=14093 (87.9%); 129=757 (4.7%); 385=202 (1.3%); 198=161 (1.0%); 123=152 (0.9%),49
RX2CAT3,9,0,0.0,=15745 (98.3%); 197=125 (0.8%); 203=87 (0.5%); 433=37 (0.2%); 204=25 (0.2%),8
RX2CAT4,4,0,0.0,=15898 (99.2%); 205=125 (0.8%); 433=1 (0.0%); 445=1 (0.0%),3
RX2V1C1,22,0,0.0,=6885 (43.0%); 057=3818 (23.8%); 115=1053 (6.6%); 001=1053 (6.6%); 087=524 (3.3%),11
RX2V1C2,16,0,0.0,=14093 (87.9%); 122=966 (6.0%); 040=275 (1.7%); 057=253 (1.6%); 081=126 (0.8%),12
RX2V1C3,7,0,0.0,=15745 (98.3%); 057=237 (1.5%); 040=37 (0.2%); 097=2 (0.0%); 113=2 (0.0%),5
RX2V1C4,4,0,0.0,=15898 (99.2%); 057=125 (0.8%); 040=1 (0.0%); 254=1 (0.0%),3
RX2V2C1,112,0,0.0,=6948 (43.4%); 058=2441 (15.2%); 117=924 (5.8%); 065=728 (4.5%); 067=358 (2.2%),100
RX2V2C2,41,0,0.0,=14093 (87.9%); 129=757 (4.7%); 046=235 (1.5%); 065=197 (1.2%); 123=152 (0.9%),37
RX2V2C3,8,0,0.0,=15745 (98.3%); 065=125 (0.8%); 064=112 (0.7%); 433=37 (0.2%); 101=2 (0.0%),7
RX2V2C4,4,0,0.0,=15898 (99.2%); 066=125 (0.8%); 433=1 (0.0%); 104=1 (0.0%),3
RX2V3C1,126,0,0.0,=9810 (61.2%); 061=1030 (6.4%); 059=677 (4.2%); 195=663 (4.1%); 060=421 (2.6%),114
RX2V3C2,28,0,0.0,=15242 (95.1%); 385=202 (1.3%); 198=161 (1.0%); 211=125 (0.8%); 239=63 (0.4%),25
RX2V3C3,6,0,0.0,=15785 (98.5%); 197=125 (0.8%); 203=87 (0.5%); 204=25 (0.2%); 185=2 (0.0%),5
RX2V3C4,3,0,0.0,=15899 (99.2%); 205=125 (0.8%); 445=1 (0.0%),2
DRUGID3,503,0,0.0,=9709 (60.6%); d00438=514 (3.2%); d00867=428 (2.7%); d00049=319 (2.0%); d00015=257 (1.6%),497
PRESCR3,4,9709,60.59,1.0=3967 (62.8%); 5.0=2183 (34.6%); 2.0=126 (2.0%); 3.0=40 (0.6%),1
CONTSUB3,7,9709,60.59,6.0=5691 (90.1%); 2.0=373 (5.9%); 4.0=176 (2.8%); 7.0=43 (0.7%); 3.0=16 (0.3%),4
COMSTAT3,3,9709,60.59,1.0=5800 (91.8%); 2.0=470 (7.4%); 3.0=46 (0.7%),1
RX3CAT1,196,0,0.0,=9709 (60.6%); 117=690 (4.3%); 061=527 (3.3%); 195=428 (2.7%); 059=319 (2.0%),187
RX3CAT2,53,0,0.0,=14625 (91.3%); 129=514 (3.2%); 385=158 (1.0%); 123=140 (0.9%); 198=117 (0.7%),51
RX3CAT3,8,0,0.0,=15786 (98.5%); 197=114 (0.7%); 203=69 (0.4%); 204=31 (0.2%); 433=14 (0.1%),7
RX3CAT4,2,0,0.0,=15911 (99.3%); 205=114 (0.7%),1
RX3V1C1,21,0,0.0,=9709 (60.6%); 057=2339 (14.6%); 115=788 (4.9%); 001=717 (4.5%); 087=454 (2.8%),10
RX3V1C2,15,0,0.0,=14625 (91.3%); 122=677 (4.2%); 040=204 (1.3%); 057=187 (1.2%); 081=74 (0.5%),11
RX3V1C3,5,0,0.0,=15786 (98.5%); 057=214 (1.3%); 040=16 (0.1%); 113=8 (0.0%); 097=1 (0.0%),3
RX3V1C4,2,0,0.0,=15911 (99.3%); 057=114 (0.7%),1
RX3V2C1,110,0,0.0,=9737 (60.8%); 058=1345 (8.4%); 117=690 (4.3%); 065=473 (3.0%); 067=307 (1.9%),100
RX3V2C2,41,0,0.0,=14625 (91.3%); 129=514 (3.2%); 046=175 (1.1%); 065=145 (0.9%); 123=140 (0.9%),38
RX3V2C3,7,0,0.0,=15786 (98.5%); 065=114 (0.7%); 064=100 (0.6%); 433=14 (0.1%); 265=8 (0.0%),6
RX3V2C4,2,0,0.0,=15911 (99.3%); 066=114 (0.7%),1
RX3V3C1,121,0,0.0,=11875 (74.1%); 061=527 (3.3%); 195=428 (2.7%); 059=319 (2.0%); 060=290 (1.8%),114
RX3V3C2,28,0,0.0,=15473 (96.6%); 385=158 (1.0%); 198=117 (0.7%); 211=74 (0.5%); 239=41 (0.3%),27
RX3V3C3,5,0,0.0,=15810 (98.7%); 197=114 (0.7%); 203=69 (0.4%); 204=31 (0.2%); 185=1 (0.0%),4
RX3V3C4,2,0,0.0,=15911 (99.3%); 205=114 (0.7%),1
DRUGID4,457,0,0.0,=11771 (73.5%); d00438=291 (1.8%); d00867=212 (1.3%); d00049=171 (1.1%); d00015=152 (0.9%),453
PRESCR4,4,11771,73.45,1.0=2708 (63.7%); 5.0=1431 (33.6%); 2.0=74 (1.7%); 3.0=41 (1.0%),1
CONTSUB4,7,11771,73.45,6.0=3810 (89.6%); 2.0=268 (6.3%); 4.0=109 (2.6%); 7.0=43 (1.0%); 8.0=9 (0.2%),3
COMSTAT4,3,11771,73.45,1.0=3897 (91.6%); 2.0=312 (7.3%); 3.0=45 (1.1%),0
RX4CAT1,194,0,0.0,=11771 (73.5%); 117=397 (2.5%); 061=324 (2.0%); 060=222 (1.4%); 195=212 (1.3%),188
RX4CAT2,45,0,0.0,=15129 (94.4%); 129=291 (1.8%); 385=93 (0.6%); 123=86 (0.5%); 198=77 (0.5%),43
RX4CAT3,8,0,0.0,=15876 (99.1%); 197=64 (0.4%); 203=45 (0.3%); 204=16 (0.1%); 433=15 (0.1%),7
RX4CAT4,3,0,0.0,=15960 (99.6%); 205=64 (0.4%); 433=1 (0.0%),2
RX4V1C1,22,0,0.0,=11771 (73.5%); 057=1448 (9.0%); 115=524 (3.3%); 001=462 (2.9%); 087=349 (2.2%),15
RX4V1C2,15,0,0.0,=15129 (94.4%); 122=398 (2.5%); 040=138 (0.9%); 057=116 (0.7%); 081=58 (0.4%),13
RX4V1C3,5,0,0.0,=15876 (99.1%); 057=125 (0.8%); 040=19 (0.1%); 113=4 (0.0%); 331=1 (0.0%),4
RX4V1C4,3,0,0.0,=15960 (99.6%); 057=64 (0.4%); 040=1 (0.0%),2
RX4V2C1,113,0,0.0,=11792 (73.6%); 058=863 (5.4%); 117=397 (2.5%); 065=243 (1.5%); 067=194 (1.2%),108
RX4V2C2,36,0,0.0,=15129 (94.4%); 129=291 (1.8%); 046=111 (0.7%); 065=96 (0.6%); 123=86 (0.5%),34
RX4V2C3,7,0,0.0,=15876 (99.1%); 065=64 (0.4%); 064=61 (0.4%); 433=15 (0.1%); 430=4 (0.0%),6
RX4V2C4,3,0,0.0,=15960 (99.6%); 066=64 (0.4%); 433=1 (0.0%),2
RX4V3C1,114,0,0.0,=13313 (83.1%); 061=324 (2.0%); 060=222 (1.4%); 195=212 (1.3%); 059=171 (1.1%),109
RX4V3C2,24,0,0.0,=15652 (97.7%); 385=93 (0.6%); 198=77 (0.5%); 211=57 (0.4%); 239=34 (0.2%),23
RX4V3C3,5,0,0.0,=15899 (99.2%); 197=64 (0.4%); 203=45 (0.3%); 204=16 (0.1%); 374=1 (0.0%),4
RX4V3C4,2,0,0.0,=15961 (99.6%); 205=64 (0.4%),1
DRUGID5,416,0,0.0,=13149 (82.1%); d00438=175 (1.1%); d00867=129 (0.8%); d00049=102 (0.6%); d00273=75 (0.5%),414
PRESCR5,4,13149,82.05,1.0=1879 (65.3%); 5.0=918 (31.9%); 2.0=54 (1.9%); 3.0=25 (0.9%),1
CONTSUB5,7,13149,82.05,6.0=2578 (89.6%); 2.0=177 (6.2%); 4.0=70 (2.4%); 7.0=27 (0.9%); 3.0=11 (0.4%),4
COMSTAT5,3,13149,82.05,1.0=2638 (91.7%); 2.0=211 (7.3%); 3.0=27 (0.9%),1
RX5CAT1,191,0,0.0,=13149 (82.1%); 117=260 (1.6%); 061=180 (1.1%); 060=135 (0.8%); 195=129 (0.8%),188
RX5CAT2,41,0,0.0,=15463 (96.5%); 129=175 (1.1%); 198=53 (0.3%); 385=47 (0.3%); 117=40 (0.2%),39
RX5CAT3,7,0,0.0,=15923 (99.4%); 203=30 (0.2%); 197=29 (0.2%); 204=25 (0.2%); 433=11 (0.1%),6
RX5CAT4,3,0,0.0,=15995 (99.8%); 205=29 (0.2%); 445=1 (0.0%),2
RX5V1C1,20,0,0.0,=13149 (82.1%); 057=899 (5.6%); 115=376 (2.3%); 087=275 (1.7%); 001=262 (1.6%),14
RX5V1C2,14,0,0.0,=15463 (96.5%); 122=231 (1.4%); 057=84 (0.5%); 040=78 (0.5%); 115=45 (0.3%),12
RX5V1C3,5,0,0.0,=15923 (99.4%); 057=84 (0.5%); 040=11 (0.1%); 113=6 (0.0%); 105=1 (0.0%),4
RX5V1C4,3,0,0.0,=15995 (99.8%); 057=29 (0.2%); 254=1 (0.0%),2
RX5V2C1,112,0,0.0,=13169 (82.2%); 058=528 (3.3%); 117=260 (1.6%); 065=155 (1.0%); 067=103 (0.6%),109
RX5V2C2,33,0,0.0,=15463 (96.5%); 129=175 (1.1%); 065=64 (0.4%); 046=58 (0.4%); 117=40 (0.2%),31
RX5V2C3,6,0,0.0,=15923 (99.4%); 064=55 (0.3%); 065=29 (0.2%); 433=11 (0.1%); 265=6 (0.0%),5
RX5V2C4,3,0,0.0,=15995 (99.8%); 066=29 (0.2%); 104=1 (0.0%),2
RX5V3C1,115,0,0.0,=14267 (89.0%); 061=180 (1.1%); 060=135 (0.8%); 195=129 (0.8%); 059=102 (0.6%),113
RX5V3C2,20,0,0.0,=15804 (98.6%); 198=53 (0.3%); 385=47 (0.3%); 211=34 (0.2%); 210=20 (0.1%),19
RX5V3C3,4,0,0.0,=15941 (99.5%); 203=30 (0.2%); 197=29 (0.2%); 204=25 (0.2%),3
RX5V3C4,3,0,0.0,=15995 (99.8%); 205=29 (0.2%); 445=1 (0.0%),2
DRUGID6,391,0,0.0,=14031 (87.6%); d00867=91 (0.6%); d00438=90 (0.6%); d00049=57 (0.4%); d00015=42 (0.3%),390
PRESCR6,4,14031,87.56,1.0=1289 (64.6%); 5.0=638 (32.0%); 2.0=53 (2.7%); 3.0=14 (0.7%),1
CONTSUB6,7,14031,87.56,6.0=1803 (90.4%); 2.0=116 (5.8%); 4.0=52 (2.6%); 7.0=16 (0.8%); 3.0=3 (0.2%),4
COMSTAT6,3,14031,87.56,1.0=1811 (90.8%); 2.0=167 (8.4%); 3.0=16 (0.8%),1
RX6CAT1,181,0,0.0,=14031 (87.6%); 117=152 (0.9%); 061=97 (0.6%); 195=91 (0.6%); 060=74 (0.5%),180
RX6CAT2,46,0,0.0,=15647 (97.6%); 129=90 (0.6%); 198=40 (0.2%); 123=34 (0.2%); 385=33 (0.2%),45
RX6CAT3,8,0,0.0,=15952 (99.5%); 197=24 (0.1%); 203=22 (0.1%); 204=10 (0.1%); 433=9 (0.1%),7
RX6CAT4,3,0,0.0,=16000 (99.8%); 205=24 (0.1%); 445=1 (0.0%),2
RX6V1C1,21,0,0.0,=14031 (87.6%); 057=588 (3.7%); 115=243 (1.5%); 087=200 (1.2%); 001=181 (1.1%),16
RX6V1C2,15,0,0.0,=15647 (97.6%); 122=137 (0.9%); 057=64 (0.4%); 040=51 (0.3%); 115=27 (0.2%),14
RX6V1C3,5,0,0.0,=15952 (99.5%); 057=56 (0.3%); 040=10 (0.1%); 113=6 (0.0%); 105=1 (0.0%),4
RX6V1C4,3,0,0.0,=16000 (99.8%); 057=24 (0.1%); 254=1 (0.0%),2
RX6V2C1,106,0,0.0,=14044 (87.6%); 058=302 (1.9%); 117=152 (0.9%); 065=104 (0.6%); 067=94 (0.6%),104
RX6V2C2,38,0,0.0,=15647 (97.6%); 129=90 (0.6%); 065=48 (0.3%); 046=41 (0.3%); 123=34 (0.2%),37
RX6V2C3,7,0,0.0,=15952 (99.5%); 064=32 (0.2%); 065=24 (0.1%); 433=9 (0.1%); 265=6 (0.0%),6
RX6V2C4,3,0,0.0,=16000 (99.8%); 066=24 (0.1%); 104=1 (0.0%),2
RX6V3C1,108,0,0.0,=14826 (92.5%); 061=97 (0.6%); 195=91 (0.6%); 060=74 (0.5%); 059=57 (0.4%),107
RX6V3C2,21,0,0.0,=15857 (99.0%); 198=40 (0.2%); 385=33 (0.2%); 211=21 (0.1%); 203=15 (0.1%),20
RX6V3C3,4,0,0.0,=15969 (99.7%); 197=24 (0.1%); 203=22 (0.1%); 204=10 (0.1%),3
RX6V3C4,3,0,0.0,=16000 (99.8%); 205=24 (0.1%); 445=1 (0.0%),2
DRUGID7,345,0,0.0,=14570 (90.9%); d00438=61 (0.4%); d00867=52 (0.3%); d00049=39 (0.2%); d00015=31 (0.2%),344
PRESCR7,4,14570,90.92,1.0=927 (63.7%); 5.0=482 (33.1%); 2.0=36 (2.5%); 3.0=10 (0.7%),1
CONTSUB7,7,14570,90.92,6.0=1325 (91.1%); 2.0=78 (5.4%); 4.0=36 (2.5%); 7.0=10 (0.7%); 3.0=2 (0.1%),4
COMSTAT7,3,14570,90.92,1.0=1347 (92.6%); 2.0=98 (6.7%); 3.0=10 (0.7%),1
RX7CAT1,164,0,0.0,=14570 (90.9%); 117=111 (0.7%); 061=56 (0.3%); 060=55 (0.3%); 195=52 (0.3%),163
RX7CAT2,41,0,0.0,=15759 (98.3%); 129=61 (0.4%); 198=24 (0.1%); 117=23 (0.1%); 385=23 (0.1%),40
RX7CAT3,7,0,0.0,=15977 (99.7%); 203=15 (0.1%); 204=12 (0.1%); 197=12 (0.1%); 433=4 (0.0%),6
RX7CAT4,3,0,0.0,=16012 (99.9%); 205=12 (0.1%); 445=1 (0.0%),2
RX7V1C1,19,0,0.0,=14570 (90.9%); 057=396 (2.5%); 115=192 (1.2%); 087=166 (1.0%); 040=142 (0.9%),15
RX7V1C2,15,0,0.0,=15759 (98.3%); 122=86 (0.5%); 057=45 (0.3%); 040=43 (0.3%); 115=26 (0.2%),14
RX7V1C3,5,0,0.0,=15977 (99.7%); 057=39 (0.2%); 040=4 (0.0%); 113=4 (0.0%); 105=1 (0.0%),4
RX7V1C4,3,0,0.0,=16012 (99.9%); 057=12 (0.1%); 254=1 (0.0%),2
RX7V2C1,102,0,0.0,=14576 (91.0%); 058=208 (1.3%); 117=111 (0.7%); 065=62 (0.4%); 067=61 (0.4%),100
RX7V2C2,32,0,0.0,=15759 (98.3%); 129=61 (0.4%); 065=36 (0.2%); 046=36 (0.2%); 117=23 (0.1%),31
RX7V2C3,6,0,0.0,=15977 (99.7%); 064=27 (0.2%); 065=12 (0.1%); 433=4 (0.0%); 265=4 (0.0%),5
RX7V2C4,3,0,0.0,=16012 (99.9%); 066=12 (0.1%); 104=1 (0.0%),2
RX7V3C1,96,0,0.0,=15186 (94.8%); 061=56 (0.3%); 060=55 (0.3%); 195=52 (0.3%); 059=39 (0.2%),95
RX7V3C2,22,0,0.0,=15902 (99.2%); 198=24 (0.1%); 385=23 (0.1%); 211=17 (0.1%); 196=11 (0.1%),21
RX7V3C3,4,0,0.0,=15986 (99.8%); 203=15 (0.1%); 204=12 (0.1%); 197=12 (0.1%),3
RX7V3C4,3,0,0.0,=16012 (99.9%); 205=12 (0.1%); 445=1 (0.0%),2
DRUGID8,309,0,0.0,=14958 (93.3%); d00438=28 (0.2%); d00867=26 (0.2%); d00049=25 (0.2%); d00015=22 (0.1%),308
PRESCR8,4,14958,93.34,1.0=695 (65.1%); 5.0=340 (31.9%); 2.0=26 (2.4%); 3.0=6 (0.6%),1
CONTSUB8,6,14958,93.34,6.0=982 (92.0%); 2.0=54 (5.1%); 4.0=21 (2.0%); 7.0=6 (0.6%); 3.0=2 (0.2%),3
COMSTAT8,3,14958,93.34,1.0=996 (93.3%); 2.0=66 (6.2%); 3.0=5 (0.5%),1
RX8CAT1,156,0,0.0,=14958 (93.3%); 117=64 (0.4%); 061=45 (0.3%); 095=36 (0.2%); 272=35 (0.2%),155
RX8CAT2,42,0,0.0,=15849 (98.9%); 129=28 (0.2%); 211=15 (0.1%); 123=15 (0.1%); 385=14 (0.1%),41
RX8CAT3,8,0,0.0,=16002 (99.9%); 197=8 (0.0%); 203=5 (0.0%); 433=3 (0.0%); 204=3 (0.0%),7
RX8CAT4,2,0,0.0,=16017 (100.0%); 205=8 (0.0%),1
RX8V1C1,20,0,0.0,=14958 (93.3%); 057=261 (1.6%); 087=124 (0.8%); 115=114 (0.7%); 040=103 (0.6%),18
RX8V1C2,16,0,0.0,=15849 (98.9%); 122=46 (0.3%); 040=34 (0.2%); 057=23 (0.1%); 081=15 (0.1%),15
RX8V1C3,5,0,0.0,=16002 (99.9%); 057=16 (0.1%); 040=4 (0.0%); 113=2 (0.0%); 097=1 (0.0%),4
RX8V1C4,2,0,0.0,=16017 (100.0%); 057=8 (0.0%),1
RX8V2C1,101,0,0.0,=14966 (93.4%); 058=145 (0.9%); 117=64 (0.4%); 067=47 (0.3%); 099=45 (0.3%),100
RX8V2C2,35,0,0.0,=15849 (98.9%); 129=28 (0.2%); 046=19 (0.1%); 083=15 (0.1%); 065=15 (0.1%),34
RX8V2C3,7,0,0.0,=16002 (99.9%); 064=8 (0.0%); 065=8 (0.0%); 433=3 (0.0%); 265=2 (0.0%),6
RX8V2C4,2,0,0.0,=16017 (100.0%); 066=8 (0.0%),1
RX8V3C1,88,0,0.0,=15418 (96.2%); 061=45 (0.3%); 060=32 (0.2%); 070=30 (0.2%); 173=28 (0.2%),87
RX8V3C2,20,0,0.0,=15951 (99.5%); 211=15 (0.1%); 385=14 (0.1%); 196=8 (0.0%); 198=7 (0.0%),19
RX8V3C3,5,0,0.0,=16008 (99.9%); 197=8 (0.0%); 203=5 (0.0%); 204=3 (0.0%); 185=1 (0.0%),4
RX8V3C4,2,0,0.0,=16017 (100.0%); 205=8 (0.0%),1
DRUGID9,281,0,0.0,=15193 (94.8%); d00867=27 (0.2%); d00438=22 (0.1%); d00134=18 (0.1%); d00049=16 (0.1%),280
PRESCR9,4,15193,94.81,1.0=556 (66.8%); 5.0=246 (29.6%); 2.0=25 (3.0%); 3.0=5 (0.6%),1
CONTSUB9,7,15193,94.81,6.0=768 (92.3%); 2.0=32 (3.8%); 4.0=24 (2.9%); 7.0=5 (0.6%); 5.0=1 (0.1%),4
COMSTAT9,3,15193,94.81,1.0=767 (92.2%); 2.0=60 (7.2%); 3.0=5 (0.6%),1
RX9CAT1,150,0,0.0,=15193 (94.8%); 117=48 (0.3%); 119=40 (0.2%); 095=31 (0.2%); 195=27 (0.2%),149
RX9CAT2,31,0,0.0,=15896 (99.2%); 129=22 (0.1%); 198=16 (0.1%); 211=14 (0.1%); 385=8 (0.0%),30
RX9CAT3,6,0,0.0,=16003 (99.9%); 203=14 (0.1%); 197=3 (0.0%); 204=3 (0.0%); 185=1 (0.0%),5
RX9CAT4,2,0,0.0,=16022 (100.0%); 205=3 (0.0%),1
RX9V1C1,20,0,0.0,=15193 (94.8%); 057=196 (1.2%); 115=112 (0.7%); 040=96 (0.6%); 087=85 (0.5%),18
RX9V1C2,13,0,0.0,=15896 (99.2%); 122=33 (0.2%); 057=26 (0.2%); 040=15 (0.1%); 081=14 (0.1%),12
RX9V1C3,4,0,0.0,=16003 (99.9%); 057=20 (0.1%); 097=1 (0.0%); 040=1 (0.0%),3
RX9V1C4,2,0,0.0,=16022 (100.0%); 057=3 (0.0%),1
RX9V2C1,96,0,0.0,=15195 (94.8%); 058=91 (0.6%); 117=48 (0.3%); 119=40 (0.2%); 067=38 (0.2%),95
RX9V2C2,26,0,0.0,=15896 (99.2%); 129=22 (0.1%); 065=19 (0.1%); 083=14 (0.1%); 046=12 (0.1%),25
